"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/TestFemale/Materials/zip_slider.zip_slider","0","24","24","1","12.699723","0","0"
"/Game/TestFemale/Materials/zip_open.zip_open","0","24","24","1","11.777762","0","0"
"/Game/TestFemale/Materials/zip_closed.zip_closed","0","24","24","1","10.557902","0","0"
"/Game/TestFemale/Materials/watchscreen.watchscreen","0","24","24","1","11.164989","0","0"
"/Game/TestFemale/Materials/watch_suit.watch_suit","0","24","24","1","10.723063","0","0"
"/Game/TestFemale/Materials/tshirt_suit.tshirt_suit","0","24","24","1","10.778160","0","0"
"/Game/TestFemale/Materials/sneakers.sneakers","0","24","24","1","10.718924","0","0"
"/Game/TestFemale/Materials/sneaker_laces.sneaker_laces","0","24","24","1","10.733702","0","0"
"/Game/TestFemale/Materials/sleeves.sleeves","0","24","24","1","10.682927","0","0"
"/Game/TestFemale/Materials/patch1.patch1","0","24","24","1","10.799839","0","0"
"/Game/TestFemale/Materials/mouth.mouth","0","24","24","1","11.085011","0","0"
"/Game/TestFemale/Materials/laces.laces","0","24","24","1","10.928275","0","0"
"/Game/TestFemale/Materials/jumpsuit.jumpsuit","0","24","24","1","10.424733","0","0"
"/Game/TestFemale/Materials/head.head","0","24","24","1","10.166873","0","0"
"/Game/TestFemale/Materials/haircap.haircap","0","56","56","1","27.303877","0","0"
"/Game/TestFemale/Materials/hair.hair","0","64","68","1","21.749432","0","0"
"/Game/TestFemale/Materials/fingernail.fingernail","0","24","24","1","10.314117","0","0"
"/Game/TestFemale/Materials/eyelashes.eyelashes","0","56","56","1","27.946802","0","0"
"/Game/TestFemale/Materials/eyebrows.eyebrows","0","64","68","1","21.478737","0","0"
"/Game/TestFemale/Materials/eye_r.eye_r","0","24","24","1","10.447331","0","0"
"/Game/TestFemale/Materials/eye_l.eye_l","0","24","24","1","10.578507","0","0"
"/Game/TestFemale/Materials/arms.arms","0","24","24","1","10.285761","0","0"
