"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Blood/BloodParticles/BloodParticle_MAT.BloodParticle_MAT","0","0","101","1","0.000000","0","0"
"/Game/TestMonster2/Materials/glow.glow","0","56","56","1","26.251024","0","0"
"/Game/TestMonster2/Materials/blade.blade","0","56","56","1","24.550497","0","0"
"/Game/TestMonster2/Materials/vaderface.vaderface","0","24","24","1","9.413980","0","0"
"/Game/TestMonster2/Materials/torsovader.torsovader","0","24","24","1","9.517893","0","0"
"/Game/TestMonster2/Materials/shoulderhope.shoulderhope","0","24","24","1","9.661633","0","0"
"/Game/TestMonster2/Materials/saber3.saber3","0","24","24","1","9.740427","0","0"
"/Game/TestMonster2/Materials/saber2.saber2","0","24","24","1","9.610177","0","0"
"/Game/TestMonster2/Materials/saber1.saber1","0","24","24","1","9.488209","0","0"
"/Game/TestMonster2/Materials/saber.saber","0","24","24","1","10.086946","0","0"
"/Game/TestMonster2/Materials/legsvader.legsvader","0","24","24","1","9.908127","0","0"
"/Game/TestMonster2/Materials/hipsvader.hipsvader","0","24","24","1","9.663930","0","0"
"/Game/TestMonster2/Materials/helmethope.helmethope","0","24","24","1","9.755049","0","0"
"/Game/TestMonster2/Materials/headhope.headhope","0","24","24","1","9.790933","0","0"
"/Game/TestMonster2/Materials/handhope.handhope","0","24","24","1","9.694064","0","0"
"/Game/TestMonster2/Materials/dcape.dcape","0","34","36","1","12.721044","0","0"
"/Game/TestMonster2/Materials/dbreather.dbreather","0","24","24","1","9.819054","0","0"
"/Game/TestMonster2/Materials/darthshing.darthshing","0","24","24","1","9.839067","0","0"
"/Game/TestMonster2/Materials/beltxtras.beltxtras","0","24","24","1","9.721210","0","0"
"/Game/TestMonster2/Materials/alnewhope.alnewhope","0","24","24","1","9.437660","0","0"
