"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Human/Characters/Stephanie/Materials/Hairmat.Hairmat","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Stephanie/Materials/Bottommat.Bottommat","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Stephanie/Materials/Bodymat.Bodymat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Sophie/Materials/Ch02_hair.Ch02_hair","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Sophie/Materials/Ch02_body.Ch02_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Shannon/Materials/Ch38_hair.Ch38_hair","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Shannon/Materials/Ch38_body.Ch38_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Shae/Materials/Topmat.Topmat","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Shae/Materials/Shoesmat.Shoesmat","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Shae/Materials/Hairmat.Hairmat","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Shae/Materials/Bottommat.Bottommat","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Shae/Materials/Bodymat_ncl1_2.Bodymat_ncl1_2","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Shae/Materials/Bodymat_ncl1_1.Bodymat_ncl1_1","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Shae/Materials/Bodymat.Bodymat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Roth/Materials/Ch13_hair.Ch13_hair","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Roth/Materials/Ch13_body.Ch13_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Remy/Materials/Topmat.Topmat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Remy/Materials/Shoesmat.Shoesmat","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Remy/Materials/Hairmat.Hairmat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Remy/Materials/Bottommat.Bottommat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Remy/Materials/Bodymat.Bodymat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Regina/Materials/Topmat.Topmat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Regina/Materials/Shoesmat.Shoesmat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Regina/Materials/Hatmat.Hatmat","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Regina/Materials/Hairmat.Hairmat","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Regina/Materials/Bottommat.Bottommat","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Regina/Materials/Bodymat.Bodymat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Racer/Materials/Ch20_body.Ch20_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Pete/Materials/Ch17_hair.Ch17_hair","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Pete/Materials/Ch17_body.Ch17_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Olivia/Materials/Ch11_body1.Ch11_body1","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Olivia/Materials/Ch11_body.Ch11_body","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/NavySEAL/Materials/Ch15_body1.Ch15_body1","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/NavySEAL/Materials/Ch15_body.Ch15_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Martha/Materials/Ch27_hair.Ch27_hair","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Martha/Materials/Ch27_body.Ch27_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Malcolm/Materials/Topmat.Topmat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Malcolm/Materials/Shoesmat.Shoesmat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Malcolm/Materials/Hatmat.Hatmat","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Malcolm/Materials/Hairmat.Hairmat","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Malcolm/Materials/Bottommat.Bottommat","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Malcolm/Materials/Bodymat.Bodymat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Louise/Materials/Ch07_hair.Ch07_hair","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Louise/Materials/Ch07_body.Ch07_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Liam/Materials/Topmat.Topmat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Liam/Materials/Shoesmat.Shoesmat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Liam/Materials/Bottommat.Bottommat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Liam/Materials/Bodymat.Bodymat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Lewis/Materials/Ch12_hair.Ch12_hair","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Lewis/Materials/Ch12_body.Ch12_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Leonard/Materials/Ch31_hair.Ch31_hair","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Leonard/Materials/Ch31_body.Ch31_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Kate/Materials/Ch21_hair.Ch21_hair","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Kate/Materials/Ch21_body.Ch21_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Josh/Materials/Ch23_body.Ch23_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Josh/Materials/Ch23_hair.Ch23_hair","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Joe/Materials/Ch33_hair.Ch33_hair","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Joe/Materials/Ch33_body.Ch33_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Jody/Materials/Ch38_body.Ch38_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Jody/Materials/Ch37_hair.Ch37_hair","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/James/Materials/Ch06_eyelashes.Ch06_eyelashes","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/James/Materials/Ch06_body1.Ch06_body1","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/James/Materials/Ch06_body.Ch06_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/GasMask/Materials/Ch35_body2.Ch35_body2","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/GasMask/Materials/Ch35_body1.Ch35_body1","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/GasMask/Materials/Ch35_body.Ch35_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Elizabeth/Materials/Ch26_hair.Ch26_hair","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Elizabeth/Materials/Ch26_body.Ch26_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Douglas/Materials/Topmat.Topmat","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Douglas/Materials/Shoesmat.Shoesmat","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Douglas/Materials/Bottommat.Bottommat","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Douglas/Materials/Bodymat.Bodymat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/David/Materials/Ch28_hair.Ch28_hair","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/David/Materials/Ch28_body.Ch28_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Chad/Materials/Ch16_eyelashes.Ch16_eyelashes","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Chad/Materials/Ch16_body1.Ch16_body1","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Chad/Materials/Ch16_Body.Ch16_Body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Bryce/Materials/Ch42_Hair.Ch42_Hair","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Bryce/Materials/Ch42_Body.Ch42_Body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Brian/Materials/Ch01_hair.Ch01_hair","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Brian/Materials/Ch01_body.Ch01_body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Andromeda/Materials/Topmat.Topmat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Andromeda/Materials/Shoesmat.Shoesmat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Andromeda/Materials/Hairmat.Hairmat","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Andromeda/Materials/Bodymat.Bodymat","0","0","68","1","0.000000","0","0"
"/Game/Human/Characters/Alex/Materials/Ch18_Body.Ch18_Body","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Adam/Materials/Ch08_hair.Ch08_hair","0","0","56","1","0.000000","0","0"
"/Game/Human/Characters/Adam/Materials/Ch08_body1.Ch08_body1","0","0","24","1","0.000000","0","0"
"/Game/Human/Characters/Adam/Materials/Ch08_body.Ch08_body","0","0","24","1","0.000000","0","0"
"/Game/Flashbang/FlashbangTransparent_MAT.FlashbangTransparent_MAT","0","0","28","1","0.000000","0","0"
"/Game/Flashbang/FlashbangInside_MAT.FlashbangInside_MAT","0","0","12","1","0.000000","0","0"
"/Game/Flashbang/FlashbangGreen_MAT.FlashbangGreen_MAT","0","0","18","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV_512x512.M_smoke_subUV_512x512","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV_512x512.M_Fire_SubUV_512x512","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV_256x256.M_Fire_SubUV_256x256","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV_128x128.M_Fire_SubUV_128x128","0","0","24","1","0.000000","0","0"
"/Game/Monsters/Dummy/Materials/Ch32_body.Ch32_body","0","0","24","1","0.000000","0","0"
"/Game/TV/TVBox_MAT.TVBox_MAT","0","0","18","1","0.000000","0","0"
"/Game/TV/M_TVGlass.M_TVGlass","0","0","42","1","0.000000","0","0"
"/Game/TV/Black_MAt.Black_MAT","0","0","12","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/Plunderer/CupJewel_MAT.CupJewel_MAT","0","0","28","1","0.000000","0","0"
"/Game/Materials/Master_Masked_CHEAP.Master_Masked_CHEAP","0","0","42","2","0.000000","0","0"
"/Game/LevelObjects/Keycard_MAT.Keycard_MAT","0","0","12","1","0.000000","0","0"
"/Game/Gramophone/Gramophone_MAT.Gramophone_MAT","0","0","12","1","0.000000","0","0"
"/Game/EscapeDoor/ExitSign/ExitSign_MAT.ExitSign_MAT","0","0","12","1","0.000000","0","0"
"/Game/CameraSystem/CameraCasing_MAT.CameraCasing_MAT","0","0","12","1","0.000000","0","0"
"/Game/CameraSystem/CameraGlass_MAT.CameraGlass_MAT","0","0","12","1","0.000000","0","0"
"/Game/CameraSystem/CameraLight_MAT.CameraLight_MAT","0","0","28","1","0.000000","0","0"
"/Game/Monsters/TeleportMonster/Materials/Ch30_Body.Ch30_Body","0","0","68","1","0.000000","0","0"
"/Game/Monsters/TeleportMonster/Materials/Ch30_Body1.Ch30_Body1","0","0","68","1","0.000000","0","0"
"/Game/Noisemaker/NoisemakerLight_MAT.NoisemakerLight_MAT","0","0","12","1","0.000000","0","0"
"/Game/CameraSystem/CameraSystemMaterial.CameraSystemMaterial","0","0","9","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_TV.M_TV","0","0","21","1","0.000000","0","0"
"/Game/Monsters/Blinker/Materials/Blinker_MAT.Blinker_MAT","0","0","68","1","0.000000","0","0"
"/Game/Monsters/Girl/Materials/Ch22_hair.Ch22_hair","0","0","56","1","0.000000","0","0"
"/Game/Monsters/Girl/Materials/Ch22_body.Ch22_body","0","0","24","1","0.000000","0","0"
"/Game/Monsters/Mannequin/Materials/Ch36_Body.Ch36_Body","0","0","24","1","0.000000","0","0"
"/Game/Monsters/Shadow/ShadowMAT.ShadowMAT","0","0","56","1","0.000000","0","0"
"/Game/Monsters/Clown/Materials/WhiteClown_material.WhiteClown_material","0","0","24","1","0.000000","0","0"
"/Game/Menu/WidgetInteraction_MAT.WidgetInteraction_MAT","0","0","28","1","0.000000","0","0"
"/Game/FreeFurniturePack/Materials/M_Toilet.M_Toilet","0","0","21","1","0.000000","0","0"
"/Game/TestMonster/Materials/WireYellow.WireYellow","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/WireRed.WireRed","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/WireBlack.WireBlack","0","0","24","1","0.000000","0","0"
"/TestMonster/SuitTeeth.SuitTeeth","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/Springtrap3.Springtrap3","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/Springtrap2.Springtrap2","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/Springtrap1.Springtrap1","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/__phy.__phy","0","0","56","1","0.000000","0","0"
"/Game/TestMonster/Materials/Shadeless.Shadeless","0","0","24","1","0.000000","0","0"
"/TestMonster/Pupil.Pupil","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/FleshWire.FleshWire","0","0","24","1","0.000000","0","0"
"/TestMonster/Flesh.Flesh","0","0","24","1","0.000000","0","0"
"/TestMonster/Eyecase.Eyecase","0","0","24","1","0.000000","0","0"
"/TestMonster/Eye.Eye","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/Endo2.Endo2","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/Endo1.Endo1","0","0","24","1","0.000000","0","0"
"/TestMonster/CorpseTeeth.CorpseTeeth","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/ButtonLowPoly.ButtonLowPoly","0","0","24","1","0.000000","0","0"
"/Game/TestMonster/Materials/Button.Button","0","0","24","1","0.000000","0","0"
